"John_KJV" "Luke_KJV" "Mark_KJV" "Matthew_KJV"
"ten" 0 0.0385519873549482 0.00659369642621654 0.0168890390136801
"thorns" 0.0104744946056353 0.0154207949419793 0.0263747857048661 0.0211112987671002
"though" 0.0314234838169058 0.0231311924129689 0 0.0126667792602601
"appeared" 0 0.0192759936774741 0.0263747857048661 0.0211112987671002
"baptist" 0 0.0154207949419793 0.0263747857048661 0.0253335585205202
"bridegroom" 0.0157117419084529 0.00771039747098963 0.0197810892786496 0.0253335585205202
"broken" 0.0314234838169058 0.00771039747098963 0.0197810892786496 0.0126667792602601
"cause" 0.0209489892112706 0.0115655962064844 0.0131873928524331 0.0211112987671002
"compassion" 0 0.0115655962064844 0.0329684821310827 0.0253335585205202
"cut" 0.0104744946056353 0.0154207949419793 0.0263747857048661 0.0168890390136801
"deny" 0 0.0154207949419793 0.0263747857048661 0.0253335585205202
"everlasting" 0.0418979784225411 0.00771039747098963 0 0.0168890390136801
"father^s" 0.0418979784225411 0.0192759936774741 0 0.00422225975342003
"fathers" 0.0261862365140882 0.0269863911484637 0 0.00844451950684006
"fig" 0.0104744946056353 0.0115655962064844 0.0263747857048661 0.0211112987671002
"friends" 0.0157117419084529 0.0346967886194533 0.0131873928524331 0
"governor" 0.0104744946056353 0.0115655962064844 0 0.0380003377807803
"loud" 0.00523724730281764 0.0269863911484637 0.0263747857048661 0.00844451950684006
"offended" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.0337780780273602
"preach" 0 0.0231311924129689 0.0263747857048661 0.0168890390136801
"raiment" 0.00523724730281764 0.0192759936774741 0.00659369642621654 0.0295558182739402
"scripture" 0.057609720330994 0.00385519873549481 0.0131873928524331 0
"second" 0.0157117419084529 0.0154207949419793 0.0197810892786496 0.0168890390136801
"secret" 0.0157117419084529 0.00771039747098963 0.00659369642621654 0.0337780780273602
"serve" 0.0104744946056353 0.0346967886194533 0 0.0126667792602601
"shewed" 0.0261862365140882 0.0308415898839585 0 0.00422225975342003
"swine" 0 0.0154207949419793 0.0329684821310827 0.0211112987671002
"teaching" 0 0.0192759936774741 0.0197810892786496 0.0253335585205202
"thousand" 0.00523724730281764 0.0115655962064844 0.0329684821310827 0.0211112987671002
"always" 0.0261862365140882 0.00771039747098963 0.0197810892786496 0.0126667792602601
"amazed" 0 0.0154207949419793 0.0461558749835158 0.00844451950684006
"commandments" 0.0209489892112706 0.00771039747098963 0.0197810892786496 0.0168890390136801
"divided" 0 0.0231311924129689 0.0263747857048661 0.0126667792602601
"esaias" 0.0209489892112706 0.00771039747098963 0.00659369642621654 0.0253335585205202
"friend" 0.0157117419084529 0.0231311924129689 0 0.0168890390136801
"insomuch" 0 0.00385519873549481 0.0395621785572992 0.0253335585205202
"jacob" 0.0104744946056353 0.0154207949419793 0.00659369642621654 0.0253335585205202
"just" 0.00523724730281764 0.0231311924129689 0.00659369642621654 0.0211112987671002
"knowest" 0.0471352257253587 0.00771039747098963 0.00659369642621654 0.00422225975342003
"knowing" 0.0209489892112706 0.0115655962064844 0.0263747857048661 0.00844451950684006
"least" 0 0.0231311924129689 0 0.0295558182739402
"martha" 0.0471352257253587 0.0154207949419793 0 0
"morning" 0.0104744946056353 0.00771039747098963 0.0329684821310827 0.0168890390136801
"mount" 0.00523724730281764 0.0231311924129689 0.0197810892786496 0.0126667792602601
"offend" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.0295558182739402
"parents" 0.0314234838169058 0.0192759936774741 0.00659369642621654 0.00422225975342003
"prepare" 0.0104744946056353 0.0192759936774741 0.0197810892786496 0.0126667792602601
"rejoice" 0.0261862365140882 0.0269863911484637 0 0.00422225975342003
"release" 0.0209489892112706 0.0154207949419793 0.0131873928524331 0.0126667792602601
"sayings" 0.0104744946056353 0.0231311924129689 0 0.0211112987671002
"seeing" 0.0157117419084529 0.0154207949419793 0.0131873928524331 0.0168890390136801
"smote" 0.0104744946056353 0.0192759936774741 0.0131873928524331 0.0168890390136801
"soldiers" 0.0261862365140882 0.0115655962064844 0.00659369642621654 0.0168890390136801
"speaketh" 0.0366607311197235 0.00771039747098963 0 0.0168890390136801
"spirits" 0 0.0231311924129689 0.0263747857048661 0.0126667792602601
"standing" 0.0157117419084529 0.0154207949419793 0.0131873928524331 0.0168890390136801
"teach" 0.0157117419084529 0.00771039747098963 0.0263747857048661 0.0168890390136801
"testimony" 0.0261862365140882 0.0115655962064844 0.0197810892786496 0.00844451950684006
"treasure" 0 0.0231311924129689 0.00659369642621654 0.0253335585205202
"wash" 0.0418979784225411 0.00385519873549481 0.0131873928524331 0.00844451950684006
"withered" 0.0104744946056353 0.0115655962064844 0.0263747857048661 0.0168890390136801
"worshipped" 0.0104744946056353 0.00385519873549481 0.0131873928524331 0.0337780780273602
"abode" 0.0418979784225411 0.0115655962064844 0 0.00422225975342003
"above" 0.0314234838169058 0.0154207949419793 0 0.00844451950684006
"andrew" 0.0261862365140882 0.00385519873549481 0.0263747857048661 0.00844451950684006
"baptism" 0 0.0154207949419793 0.0263747857048661 0.0168890390136801
"beheld" 0.0104744946056353 0.0231311924129689 0.0197810892786496 0.00422225975342003
"better" 0 0.0115655962064844 0.0263747857048661 0.0211112987671002
"bottles" 0 0.0154207949419793 0.0263747857048661 0.0168890390136801
"clothed" 0 0.0115655962064844 0.0263747857048661 0.0211112987671002
"cock" 0.0104744946056353 0.0115655962064844 0.0263747857048661 0.0126667792602601
"colt" 0.00523724730281764 0.0154207949419793 0.0263747857048661 0.0126667792602601
"damsel" 0.00523724730281764 0 0.0593432678359488 0.00844451950684006
"died" 0.0157117419084529 0.0231311924129689 0.0131873928524331 0.00422225975342003
"doctrine" 0.0157117419084529 0.00385519873549481 0.0329684821310827 0.0126667792602601
"dumb" 0 0.0115655962064844 0.0197810892786496 0.0253335585205202
"exceeding" 0 0.00385519873549481 0.0197810892786496 0.0337780780273602
"few" 0 0.0115655962064844 0.0131873928524331 0.0295558182739402
"findeth" 0.0209489892112706 0.00771039747098963 0.00659369642621654 0.0211112987671002
"four" 0.0209489892112706 0.00385519873549481 0.0263747857048661 0.0126667792602601
"garments" 0.0157117419084529 0.00771039747098963 0.0197810892786496 0.0168890390136801
"harvest" 0.0104744946056353 0.0115655962064844 0.00659369642621654 0.0253335585205202
"jonas" 0.0157117419084529 0.0154207949419793 0 0.0211112987671002
"linen" 0.0209489892112706 0.0115655962064844 0.0263747857048661 0.00422225975342003
"magdalene" 0.0157117419084529 0.00771039747098963 0.0263747857048661 0.0126667792602601
"marriage" 0.0104744946056353 0.0115655962064844 0.00659369642621654 0.0253335585205202
"near" 0.0157117419084529 0.0231311924129689 0.00659369642621654 0.00844451950684006
"ointment" 0.0209489892112706 0.0115655962064844 0.0131873928524331 0.0126667792602601
"palsy" 0 0.00771039747098963 0.0329684821310827 0.0211112987671002
"ran" 0.00523724730281764 0.0154207949419793 0.0329684821310827 0.00844451950684006
"read" 0.00523724730281764 0.00771039747098963 0.0197810892786496 0.0253335585205202
"rest" 0.00523724730281764 0.0154207949419793 0.0131873928524331 0.0211112987671002
"sons" 0.0104744946056353 0.0115655962064844 0.0197810892786496 0.0168890390136801
"sun" 0 0.0115655962064844 0.0263747857048661 0.0211112987671002
"sword" 0.0104744946056353 0.0154207949419793 0.00659369642621654 0.0211112987671002
"talents" 0 0 0 0.0506671170410404
"throughout" 0.00523724730281764 0.0269863911484637 0.0197810892786496 0.00422225975342003
"afar" 0 0.0192759936774741 0.0263747857048661 0.00844451950684006
"afterward" 0.00523724730281764 0.0154207949419793 0.0131873928524331 0.0168890390136801
"barabbas" 0.0104744946056353 0.00385519873549481 0.0197810892786496 0.0211112987671002
"bethany" 0.0157117419084529 0.00771039747098963 0.0263747857048661 0.00844451950684006
"bidden" 0 0.0269863911484637 0 0.0168890390136801
"caesar" 0.0104744946056353 0.0192759936774741 0.0131873928524331 0.00844451950684006
"calleth" 0.0104744946056353 0.0154207949419793 0.0263747857048661 0.00422225975342003
"chosen" 0.0261862365140882 0.00771039747098963 0.00659369642621654 0.0126667792602601
"cities" 0 0.0154207949419793 0.0131873928524331 0.0211112987671002
"coasts" 0 0 0.0263747857048661 0.0295558182739402
"company" 0.00523724730281764 0.0385519873549482 0 0
"denied" 0.0209489892112706 0.0115655962064844 0.0131873928524331 0.00844451950684006
"desert" 0.00523724730281764 0.0115655962064844 0.0263747857048661 0.0126667792602601
"faithful" 0 0.0231311924129689 0 0.0211112987671002
"gavest" 0.0366607311197235 0.0154207949419793 0 0
"goods" 0 0.0269863911484637 0.00659369642621654 0.0126667792602601
"hate" 0.0104744946056353 0.0192759936774741 0 0.0168890390136801
"iscariot" 0.0261862365140882 0.00771039747098963 0.0131873928524331 0.00844451950684006
"loveth" 0.0366607311197235 0.00771039747098963 0 0.00844451950684006
"man^s" 0.00523724730281764 0.0192759936774741 0.0131873928524331 0.0126667792602601
"meet" 0.00523724730281764 0.0115655962064844 0.0131873928524331 0.0211112987671002
"met" 0.0209489892112706 0.0115655962064844 0.0131873928524331 0.00844451950684006
"nevertheless" 0.0157117419084529 0.0154207949419793 0.00659369642621654 0.0126667792602601
"olives" 0.00523724730281764 0.0154207949419793 0.0197810892786496 0.0126667792602601
"part" 0.0104744946056353 0.0192759936774741 0.0263747857048661 0
"possessed" 0 0.00385519873549481 0.0263747857048661 0.0253335585205202
"prepared" 0 0.0192759936774741 0.0131873928524331 0.0168890390136801
"putteth" 0.00523724730281764 0.0192759936774741 0.0197810892786496 0.00844451950684006
"raise" 0.0261862365140882 0.00771039747098963 0.00659369642621654 0.0126667792602601
"raised" 0.0157117419084529 0.0154207949419793 0 0.0168890390136801
"season" 0.0104744946056353 0.0231311924129689 0.0131873928524331 0.00422225975342003
"shepherd" 0.0314234838169058 0 0.0131873928524331 0.0126667792602601
"thieves" 0.00523724730281764 0.0115655962064844 0.0131873928524331 0.0211112987671002
"thomas" 0.0418979784225411 0.00385519873549481 0.00659369642621654 0.00422225975342003
"touch" 0.00523724730281764 0.0115655962064844 0.0329684821310827 0.00844451950684006
"truly" 0.0104744946056353 0.0154207949419793 0.0131873928524331 0.0126667792602601
"understood" 0.0157117419084529 0.0115655962064844 0.00659369642621654 0.0168890390136801
"weeping" 0.0157117419084529 0.00771039747098963 0 0.0253335585205202
"wicked" 0 0.00771039747098963 0 0.0380003377807803
"wisdom" 0 0.0269863911484637 0.00659369642621654 0.0126667792602601
"zacharias" 0 0.0385519873549482 0 0.00422225975342003
"already" 0.0314234838169058 0.00385519873549481 0.00659369642621654 0.00844451950684006
"back" 0.0104744946056353 0.0192759936774741 0.00659369642621654 0.00844451950684006
"baskets" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.0168890390136801
"beat" 0 0.0192759936774741 0.0131873928524331 0.0126667792602601
"beware" 0 0.0115655962064844 0.0131873928524331 0.0211112987671002
"bought" 0 0.0154207949419793 0.0197810892786496 0.0126667792602601
"buy" 0.0157117419084529 0.00771039747098963 0.0131873928524331 0.0126667792602601
"casting" 0 0.0154207949419793 0.0263747857048661 0.00844451950684006
"desired" 0.00523724730281764 0.0231311924129689 0.00659369642621654 0.00844451950684006
"ear" 0.0104744946056353 0.0115655962064844 0.0197810892786496 0.00844451950684006
"else" 0.00523724730281764 0.0115655962064844 0.0131873928524331 0.0168890390136801
"enemies" 0 0.0269863911484637 0.00659369642621654 0.00844451950684006
"gift" 0.00523724730281764 0 0.00659369642621654 0.0337780780273602
"glad" 0.0157117419084529 0.0192759936774741 0.00659369642621654 0.00422225975342003
"glorify" 0.0471352257253587 0 0 0.00422225975342003
"hated" 0.0261862365140882 0.00771039747098963 0.00659369642621654 0.00844451950684006
"held" 0 0.0115655962064844 0.0263747857048661 0.0126667792602601
"hence" 0.0261862365140882 0.0115655962064844 0 0.00844451950684006
"highest" 0 0.0308415898839585 0.00659369642621654 0.00422225975342003
"looking" 0.0104744946056353 0.0154207949419793 0.0197810892786496 0.00422225975342003
"loose" 0.00523724730281764 0.0154207949419793 0.0131873928524331 0.0126667792602601
"nations" 0 0.0154207949419793 0.0131873928524331 0.0168890390136801
"openly" 0.0261862365140882 0 0.0131873928524331 0.0126667792602601
"perceived" 0.00523724730281764 0.0192759936774741 0.00659369642621654 0.0126667792602601
"piece" 0 0.0231311924129689 0.0131873928524331 0.00844451950684006
"prayer" 0 0.0154207949419793 0.0131873928524331 0.0168890390136801
"record" 0.0523724730281764 0 0 0
"remember" 0.0104744946056353 0.0192759936774741 0.00659369642621654 0.00844451950684006
"rent" 0 0.00771039747098963 0.0263747857048661 0.0168890390136801
"repentance" 0 0.0192759936774741 0.0131873928524331 0.0126667792602601
"righteousness" 0.0104744946056353 0.00385519873549481 0 0.0295558182739402
"room" 0 0.0269863911484637 0.0131873928524331 0.00422225975342003
"scriptures" 0.00523724730281764 0.0115655962064844 0.0131873928524331 0.0168890390136801
"seeketh" 0.0261862365140882 0.00385519873549481 0 0.0168890390136801
"sidon" 0 0.0154207949419793 0.0197810892786496 0.0126667792602601
"signs" 0.0104744946056353 0.0115655962064844 0.0197810892786496 0.00844451950684006
"sir" 0.0366607311197235 0 0 0.0126667792602601
"stones" 0.0104744946056353 0.0115655962064844 0.0197810892786496 0.00844451950684006
"supper" 0.0209489892112706 0.0192759936774741 0.00659369642621654 0
"swear" 0 0 0.00659369642621654 0.0380003377807803
"thanks" 0.0104744946056353 0.0154207949419793 0.0131873928524331 0.00844451950684006
"thereon" 0.0104744946056353 0.00771039747098963 0.0131873928524331 0.0168890390136801
"village" 0 0.0308415898839585 0.00659369642621654 0.00422225975342003
"walked" 0.0314234838169058 0 0.0197810892786496 0.00422225975342003
"wept" 0.0104744946056353 0.0154207949419793 0.0197810892786496 0.00422225975342003
"womb" 0.00523724730281764 0.0308415898839585 0 0.00422225975342003
"zebedee" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.0168890390136801
"begin" 0 0.0308415898839585 0 0.00422225975342003
"behind" 0 0.0154207949419793 0.0197810892786496 0.00844451950684006
"beyond" 0.0157117419084529 0 0.0197810892786496 0.0126667792602601
"build" 0 0.0192759936774741 0.00659369642621654 0.0126667792602601
"canst" 0.0104744946056353 0.00771039747098963 0.0197810892786496 0.00844451950684006
"centurion" 0 0.00771039747098963 0.0197810892786496 0.0168890390136801
"cloud" 0 0.0192759936774741 0.0131873928524331 0.00844451950684006
"command" 0.0104744946056353 0.0115655962064844 0.00659369642621654 0.0126667792602601
"commit" 0.00523724730281764 0.0115655962064844 0.00659369642621654 0.0168890390136801
"condemn" 0.0104744946056353 0.0115655962064844 0.00659369642621654 0.0126667792602601
"condemned" 0.0157117419084529 0.00771039747098963 0.00659369642621654 0.0126667792602601
"counsel" 0.0104744946056353 0.00771039747098963 0.00659369642621654 0.0168890390136801
"crying" 0.00523724730281764 0.00771039747098963 0.0197810892786496 0.0126667792602601
"custom" 0.00523724730281764 0.0192759936774741 0.00659369642621654 0.00844451950684006
"doest" 0.0209489892112706 0.00385519873549481 0.00659369642621654 0.0126667792602601
"early" 0.0157117419084529 0.0115655962064844 0.0131873928524331 0.00422225975342003
"eateth" 0.0261862365140882 0.00385519873549481 0.0131873928524331 0.00422225975342003
"fruits" 0 0.0115655962064844 0 0.0253335585205202
"going" 0.0104744946056353 0.00385519873549481 0.0131873928524331 0.0168890390136801
"hungred" 0 0.00385519873549481 0.00659369642621654 0.0295558182739402
"husband" 0.0209489892112706 0.00771039747098963 0.00659369642621654 0.00844451950684006
"itself" 0.0157117419084529 0.00385519873549481 0.0131873928524331 0.0126667792602601
"journey" 0.00523724730281764 0.0154207949419793 0.0131873928524331 0.00844451950684006
"look" 0.0157117419084529 0.0154207949419793 0.00659369642621654 0.00422225975342003
"marry" 0 0.00771039747098963 0.0131873928524331 0.0211112987671002
"measure" 0.00523724730281764 0.00771039747098963 0.0263747857048661 0.00844451950684006
"ministered" 0 0.00771039747098963 0.0263747857048661 0.0126667792602601
"miracles" 0.0471352257253587 0 0 0
"net" 0.0209489892112706 0.00771039747098963 0.00659369642621654 0.00844451950684006
"pay" 0 0.00385519873549481 0 0.0337780780273602
"possible" 0 0.00385519873549481 0.0329684821310827 0.0126667792602601
"preaching" 0 0.0154207949419793 0.00659369642621654 0.0168890390136801
"repent" 0 0.0192759936774741 0.0131873928524331 0.00844451950684006
"return" 0 0.0192759936774741 0 0.0168890390136801
"revealed" 0.00523724730281764 0.0192759936774741 0 0.0126667792602601
"rock" 0 0.0154207949419793 0.00659369642621654 0.0168890390136801
"root" 0 0.0115655962064844 0.0131873928524331 0.0168890390136801
"rulers" 0.0157117419084529 0.0154207949419793 0.0131873928524331 0
"sadducees" 0 0.00385519873549481 0.00659369642621654 0.0295558182739402
"shut" 0.0104744946056353 0.0154207949419793 0 0.0126667792602601
"sinner" 0.0157117419084529 0.0231311924129689 0 0
"sister" 0.0261862365140882 0.00771039747098963 0.00659369642621654 0.00422225975342003
"sleep" 0.0157117419084529 0.00771039747098963 0.0131873928524331 0.00844451950684006
"sorrowful" 0.00523724730281764 0.00771039747098963 0.0131873928524331 0.0168890390136801
"sown" 0 0 0.0461558749835158 0.00844451950684006
"teeth" 0 0.00385519873549481 0.00659369642621654 0.0295558182739402
"thief" 0.0157117419084529 0.0115655962064844 0.00659369642621654 0.00844451950684006
"thither" 0.0261862365140882 0.00771039747098963 0.00659369642621654 0.00422225975342003
"thoughts" 0 0.0192759936774741 0.00659369642621654 0.0126667792602601
"toward" 0.00523724730281764 0.0154207949419793 0.00659369642621654 0.0126667792602601
"turn" 0 0.0192759936774741 0.00659369642621654 0.0126667792602601
"twain" 0 0 0.0197810892786496 0.0253335585205202
"tyre" 0 0.0115655962064844 0.0197810892786496 0.0126667792602601
"walking" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.0126667792602601
"washed" 0.0314234838169058 0.00771039747098963 0 0.00422225975342003
"weep" 0.0104744946056353 0.0231311924129689 0.00659369642621654 0
"white" 0.0104744946056353 0.00385519873549481 0.0197810892786496 0.0126667792602601
"whomsoever" 0.00523724730281764 0.0115655962064844 0.0131873928524331 0.0126667792602601
"widow" 0 0.0269863911484637 0.0131873928524331 0
"wrote" 0.0261862365140882 0.00771039747098963 0.0131873928524331 0
"accomplished" 0.00523724730281764 0.0269863911484637 0 0
"accuse" 0.0104744946056353 0.0154207949419793 0.00659369642621654 0.00422225975342003
"air" 0 0.0115655962064844 0.0131873928524331 0.0126667792602601
"altar" 0 0.00771039747098963 0 0.0253335585205202
"anointed" 0.0209489892112706 0.0115655962064844 0.00659369642621654 0
"apostles" 0 0.0231311924129689 0.00659369642621654 0.00422225975342003
"baptize" 0.0104744946056353 0.00771039747098963 0.0131873928524331 0.00844451950684006
"beloved" 0 0.0115655962064844 0.0131873928524331 0.0126667792602601
"bethlehem" 0.00523724730281764 0.00771039747098963 0 0.0211112987671002
"bind" 0 0 0.0131873928524331 0.0253335585205202
"book" 0.00523724730281764 0.0192759936774741 0.00659369642621654 0.00422225975342003
"built" 0 0.0154207949419793 0.00659369642621654 0.0126667792602601
"caiaphas" 0.0261862365140882 0.00385519873549481 0 0.00844451950684006
"corn" 0.00523724730281764 0.00771039747098963 0.0197810892786496 0.00844451950684006
"corrupt" 0 0.00771039747098963 0 0.0253335585205202
"elisabeth" 0 0.0308415898839585 0 0
"fame" 0 0.0115655962064844 0.00659369642621654 0.0168890390136801
"fish" 0.0157117419084529 0.0115655962064844 0 0.00844451950684006
"flee" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0.0168890390136801
"foot" 0.00523724730281764 0.00385519873549481 0.00659369642621654 0.0211112987671002
"get" 0 0.0115655962064844 0.0131873928524331 0.0126667792602601
"giveth" 0.0366607311197235 0 0 0.00422225975342003
"greatest" 0 0.0115655962064844 0.00659369642621654 0.0168890390136801
"hearing" 0 0.0115655962064844 0.0131873928524331 0.0126667792602601
"heavenly" 0.00523724730281764 0.00771039747098963 0 0.0211112987671002
"herd" 0 0.00771039747098963 0.0131873928524331 0.0168890390136801
"houses" 0 0.00771039747098963 0.0197810892786496 0.0126667792602601
"howbeit" 0.0261862365140882 0 0.0131873928524331 0.00422225975342003
"isaac" 0 0.0115655962064844 0.00659369642621654 0.0168890390136801
"kings" 0 0.0154207949419793 0.00659369642621654 0.0126667792602601
"leaven" 0 0.00771039747098963 0.0131873928524331 0.0168890390136801
"mind" 0 0.0154207949419793 0.0197810892786496 0.00422225975342003
"mocked" 0 0.0154207949419793 0.00659369642621654 0.0126667792602601
"morrow" 0 0.0154207949419793 0.00659369642621654 0.0126667792602601
"moved" 0 0 0.0197810892786496 0.0211112987671002
"murmured" 0.0157117419084529 0.0115655962064844 0.00659369642621654 0.00422225975342003
"nay" 0.00523724730281764 0.0154207949419793 0 0.0126667792602601
"neighbour" 0 0.0115655962064844 0.0131873928524331 0.0126667792602601
"officers" 0.0418979784225411 0 0 0
"persecute" 0.0104744946056353 0.00771039747098963 0 0.0168890390136801
"places" 0 0.00771039747098963 0.0131873928524331 0.0168890390136801
"quickly" 0.0104744946056353 0.00771039747098963 0.00659369642621654 0.0126667792602601
"rabbi" 0.0261862365140882 0 0 0.0126667792602601
"reasoned" 0 0.0115655962064844 0.0197810892786496 0.00844451950684006
"reed" 0 0.00385519873549481 0.0131873928524331 0.0211112987671002
"repented" 0 0.00771039747098963 0 0.0253335585205202
"rose" 0.00523724730281764 0.0231311924129689 0.00659369642621654 0
"salt" 0 0.00771039747098963 0.0263747857048661 0.00844451950684006
"seeking" 0.00523724730281764 0.0154207949419793 0.00659369642621654 0.00844451950684006
"sixth" 0.0104744946056353 0.0115655962064844 0.00659369642621654 0.00844451950684006
"solomon" 0 0.0115655962064844 0 0.0211112987671002
"sore" 0 0.00385519873549481 0.0263747857048661 0.0126667792602601
"sow" 0 0.0154207949419793 0.00659369642621654 0.0126667792602601
"sowed" 0 0.00385519873549481 0.00659369642621654 0.0253335585205202
"strong" 0 0.0154207949419793 0.0131873928524331 0.00844451950684006
"table" 0.0104744946056353 0.0154207949419793 0.00659369642621654 0.00422225975342003
"tares" 0 0 0 0.0337780780273602
"temptation" 0 0.0192759936774741 0.00659369642621654 0.00844451950684006
"thank" 0.00523724730281764 0.0231311924129689 0 0.00422225975342003
"thirty" 0.0104744946056353 0.00385519873549481 0.00659369642621654 0.0168890390136801
"town" 0.0157117419084529 0.00385519873549481 0.0197810892786496 0.00422225975342003
"tradition" 0 0 0.0329684821310827 0.0126667792602601
"tribute" 0 0.00771039747098963 0.00659369642621654 0.0211112987671002
"ways" 0.00523724730281764 0.0154207949419793 0.00659369642621654 0.00844451950684006
"wheat" 0.00523724730281764 0.0115655962064844 0 0.0168890390136801
"wherein" 0.00523724730281764 0.0154207949419793 0.00659369642621654 0.00844451950684006
"whoso" 0.00523724730281764 0 0.00659369642621654 0.0253335585205202
"wondered" 0 0.0231311924129689 0.00659369642621654 0.00422225975342003
"worse" 0.0104744946056353 0.00385519873549481 0.0131873928524331 0.0126667792602601
"abundance" 0 0.0115655962064844 0.00659369642621654 0.0126667792602601
"age" 0.0104744946056353 0.0154207949419793 0.00659369642621654 0
"apart" 0 0 0.0131873928524331 0.0211112987671002
"appear" 0 0.00771039747098963 0 0.0211112987671002
"ass" 0.00523724730281764 0.00771039747098963 0 0.0168890390136801
"beelzebub" 0 0.0115655962064844 0.00659369642621654 0.0126667792602601
"beside" 0 0.00771039747098963 0.00659369642621654 0.0168890390136801
"bethsaida" 0.0104744946056353 0.00771039747098963 0.0131873928524331 0.00422225975342003
"blasphemy" 0.00523724730281764 0 0.0131873928524331 0.0168890390136801
"branches" 0.0104744946056353 0.00385519873549481 0.0131873928524331 0.00844451950684006
"caesar^s" 0.00523724730281764 0.00771039747098963 0.0131873928524331 0.00844451950684006
"cleansed" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"committeth" 0.00523724730281764 0.00771039747098963 0.0131873928524331 0.00844451950684006
"council" 0.00523724730281764 0.00385519873549481 0.0131873928524331 0.0126667792602601
"crow" 0.00523724730281764 0.00771039747098963 0.0131873928524331 0.00844451950684006
"daily" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"desire" 0 0.0115655962064844 0.0263747857048661 0
"divers" 0 0.00771039747098963 0.0197810892786496 0.00844451950684006
"dost" 0.0261862365140882 0.00771039747098963 0 0
"draw" 0.0366607311197235 0 0 0
"easier" 0 0.0115655962064844 0.0131873928524331 0.00844451950684006
"eating" 0 0.0115655962064844 0 0.0168890390136801
"entereth" 0.0104744946056353 0.00385519873549481 0.0197810892786496 0.00422225975342003
"entering" 0 0.00771039747098963 0.0263747857048661 0.00422225975342003
"fault" 0.0157117419084529 0.00771039747098963 0.00659369642621654 0.00422225975342003
"fever" 0.00523724730281764 0.00771039747098963 0.0131873928524331 0.00844451950684006
"fled" 0 0.00385519873549481 0.0263747857048661 0.00844451950684006
"following" 0.0261862365140882 0.00385519873549481 0.00659369642621654 0
"forbid" 0 0.0154207949419793 0.0131873928524331 0.00422225975342003
"foundation" 0.00523724730281764 0.0154207949419793 0 0.00844451950684006
"fowls" 0 0.0115655962064844 0.0131873928524331 0.00844451950684006
"fragments" 0.0104744946056353 0.00385519873549481 0.0197810892786496 0.00422225975342003
"free" 0.0209489892112706 0 0.00659369642621654 0.00844451950684006
"gained" 0 0.0115655962064844 0 0.0168890390136801
"gnashing" 0 0.00385519873549481 0 0.0253335585205202
"goest" 0.0209489892112706 0.00771039747098963 0 0.00422225975342003
"greatly" 0.00523724730281764 0 0.0263747857048661 0.00844451950684006
"hall" 0.0209489892112706 0.00385519873549481 0.00659369642621654 0.00422225975342003
"heavy" 0 0.00385519873549481 0.0131873928524331 0.0168890390136801
"henceforth" 0.0104744946056353 0.0115655962064844 0 0.00844451950684006
"juda" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"labourers" 0 0.00771039747098963 0 0.0211112987671002
"lead" 0 0.0115655962064844 0.0131873928524331 0.00844451950684006
"loosed" 0 0.0115655962064844 0.00659369642621654 0.0126667792602601
"lying" 0.0157117419084529 0.00771039747098963 0.00659369642621654 0.00422225975342003
"miracle" 0.0209489892112706 0.00385519873549481 0.0131873928524331 0
"most" 0 0.0192759936774741 0.00659369642621654 0.00422225975342003
"mountains" 0 0.00771039747098963 0.0197810892786496 0.00844451950684006
"naked" 0.00523724730281764 0 0.0131873928524331 0.0168890390136801
"name^s" 0.00523724730281764 0.00771039747098963 0.00659369642621654 0.0126667792602601
"offer" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"oil" 0 0.0115655962064844 0.00659369642621654 0.0126667792602601
"ones" 0 0.00385519873549481 0.0131873928524331 0.0168890390136801
"palace" 0.00523724730281764 0.00385519873549481 0.0131873928524331 0.0126667792602601
"penny" 0 0.00385519873549481 0.00659369642621654 0.0211112987671002
"perceive" 0.0104744946056353 0.00385519873549481 0.0197810892786496 0.00422225975342003
"pieces" 0 0.00385519873549481 0.00659369642621654 0.0211112987671002
"planted" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"pleased" 0 0.00385519873549481 0.0131873928524331 0.0168890390136801
"pluck" 0.0104744946056353 0 0.0131873928524331 0.0126667792602601
"question" 0.00523724730281764 0.00385519873549481 0.0263747857048661 0.00422225975342003
"reason" 0.0104744946056353 0.00771039747098963 0.0131873928524331 0.00422225975342003
"region" 0 0.0115655962064844 0.0131873928524331 0.00844451950684006
"rejected" 0 0.0154207949419793 0.0131873928524331 0.00422225975342003
"riches" 0 0.0115655962064844 0.0197810892786496 0.00422225975342003
"seats" 0 0.0115655962064844 0.0131873928524331 0.00844451950684006
"shoes" 0 0.0154207949419793 0.00659369642621654 0.00844451950684006
"shouldest" 0.0157117419084529 0.00385519873549481 0.00659369642621654 0.00844451950684006
"silver" 0 0.00385519873549481 0 0.0253335585205202
